pdconfig_url,pdparams_url
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/efficientdet_d0.yml,https://paddlemodels.bj.bcebos.com/object_detection/efficientdet_d0.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/ssd/ssdlite_mobilenet_v3_small.yml,https://paddlemodels.bj.bcebos.com/object_detection/mobile_models/ssdlite_mobilenet_v3_small.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolo_r18vd_coco.yml,https://paddledet.bj.bcebos.com/models/ppyolo_r18vd_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_r101_1x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_r101_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/fcos/fcos_r50_fpn_multiscale_2x_coco.yml,https://paddledet.bj.bcebos.com/models/fcos_r50_fpn_multiscale_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.1/configs/res2net/mask_rcnn_res2net50_vd_26w_4s_fpn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/mask_rcnn_res2net50_vd_26w_4s_fpn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/pedestrian/pedestrian_yolov3_darknet.yml,https://paddledet.bj.bcebos.com/models/pedestrian_yolov3_darknet.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_r34_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_r34_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_mobilenet_v1_ssld_270e_coco.yml,https://paddledet.bj.bcebos.com/models/yolov3_mobilenet_v1_ssld_270e_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_x101_vd_64x4d_fpn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_x101_vd_64x4d_fpn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolov2_r101vd_dcn_365e_coco.yml,https://paddledet.bj.bcebos.com/models/ppyolov2_r101vd_dcn_365e_coco.pdparams
./higherhrnet/higherhrnet_hrnet_w32_512_swahr.yml,https://paddledet.bj.bcebos.com/models/keypoint/higherhrnet_hrnet_w32_512_swahr.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolo_r50vd_dcn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/ppyolo_r50vd_dcn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/mask_rcnn/mask_rcnn_r50_1x_coco.yml,https://paddledet.bj.bcebos.com/models/mask_rcnn_r50_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/mask_rcnn/mask_rcnn_r50_fpn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/mask_rcnn_r50_fpn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/ssd/ssdlite_mobilenet_v3_large.yml,https://paddlemodels.bj.bcebos.com/object_detection/mobile_models/ssdlite_mobilenet_v3_large.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/develop/static/configs/ppyolo/ppyolov2_r101vd_dcn.yml,https://paddlemodels.bj.bcebos.com/object_detection/ppyolov2_r101vd_dcn.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_mobilenet_v1_270e_voc.yml,https://paddledet.bj.bcebos.com/models/slim/yolov3_mobilenet_v1_voc_prune_l1_norm.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/dcn/cascade_rcnn_dcn_r50_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_rcnn_dcn_r50_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/mot/jde/jde_darknet53_30e_576x320.yml,https://paddledet.bj.bcebos.com/models/mot/jde_darknet53_30e_576x320.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/mot/deepsort/deepsort_pcb_pyramid_r101.yml,https://paddledet.bj.bcebos.com/models/mot/jde_darknet53_30e_1088x608.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/solov2/solov2_r50_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/solov2_r50_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/dcn/yolov3_r50vd_dcn_db_iouaware_obj365_pretrained_coco.yml,https://paddlemodels.bj.bcebos.com/object_detection/yolov3_r50vd_dcn_db_iouaware_obj365_pretrained_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/mot/jde/jde_darknet53_30e_1088x608.yml,https://paddledet.bj.bcebos.com/models/mot/jde_darknet53_30e_1088x608.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_mobilenet_v1_ssld_270e_voc.yml,https://paddledet.bj.bcebos.com/models/yolov3_mobilenet_v1_ssld_270e_voc.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_r50_fpn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_r50_fpn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/anchor_free/fcos_dcn_r50_fpn_1x.yml,https://paddlemodels.bj.bcebos.com/object_detection/fcos_dcn_r50_fpn_1x.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_mobilenet_v3_large_270e_coco.yml,https://paddledet.bj.bcebos.com/models/yolov3_mobilenet_v3_large_270e_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/yolov4/yolov4_cspdarknet.yml,https://paddlemodels.bj.bcebos.com/object_detection/yolov4_cspdarknet.pdparams
./hrnet/hrnet_w32_256x192.yml,https://paddledet.bj.bcebos.com/models/keypoint/hrnet_w32_256x192.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/dcn/faster_rcnn_dcn_r50_vd_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_dcn_r50_vd_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/mask_rcnn/mask_rcnn_r50_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/mask_rcnn_r50_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_r50_vd_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_r50_vd_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/develop/static/configs/ppyolo/ppyolo_r18vd.yml,https://paddlemodels.bj.bcebos.com/object_detection/ppyolo_r18vd.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/develop/static/configs/ppyolo/ppyolo_voc.yml,https://paddlemodels.bj.bcebos.com/object_detection/ppyolo_voc.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/cascade_rcnn/cascade_mask_rcnn_r50_vd_fpn_ssld_1x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_mask_rcnn_r50_vd_fpn_ssld_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/ssd/ssdlite_mobilenet_v3_small_fpn.yml,https://paddlemodels.bj.bcebos.com/object_detection/mobile_models/ssdlite_mobilenet_v3_small_fpn.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolo_r50vd_dcn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/slim/ppyolov2_r50vd_dcn_qat.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolo_mbv3_large_coco.yml,https://paddledet.bj.bcebos.com/models/ppyolo_mbv3_large_coco.pdparams
./higherhrnet/higherhrnet_hrnet_w32_512.yml,https://paddledet.bj.bcebos.com/models/keypoint/higherhrnet_hrnet_w32_512.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolo_r50vd_dcn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/slim/ppyolo_r50vd_prune_fpgm.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/gn/cascade_rcnn_r50_fpn_gn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_rcnn_r50_fpn_gn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolov2_r50vd_dcn_365e_coco.yml,https://paddledet.bj.bcebos.com/models/ppyolov2_r50vd_dcn_365e_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_mobilenet_v1_270e_coco.yml,https://paddledet.bj.bcebos.com/models/slim/yolov3_mobilenet_v1_coco_distill_prune.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/fcos/fcos_dcn_r50_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/fcos_dcn_r50_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/face_detection/blazeface_1000e.yml,https://paddledet.bj.bcebos.com/models/blazeface_1000e.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_x101_vd_64x4d_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_x101_vd_64x4d_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_mobilenet_v1_270e_coco.yml,https://paddledet.bj.bcebos.com/models/slim/yolov3_mobilenet_v1_coco_distill.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolo_mbv3_small_coco.yml,https://paddledet.bj.bcebos.com/models/ppyolo_mbv3_small_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/cascade_rcnn/cascade_mask_rcnn_r50_vd_fpn_ssld_2x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_mask_rcnn_r50_vd_fpn_ssld_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.1/configs/res2net/faster_rcnn_res2net50_vb_26w_4s_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_res2net50_vb_26w_4s_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_r50vd_dcn_270e_coco.yml,https://paddledet.bj.bcebos.com/models/yolov3_r50vd_dcn_270e_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_r101_fpn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_r101_fpn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_r50_vd_fpn_ssld_1x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_r50_vd_fpn_ssld_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/cascade_rcnn/cascade_rcnn_r50_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_rcnn_r50_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/develop/static/configs/ppyolo/ppyolo.yml,https://paddlemodels.bj.bcebos.com/object_detection/ppyolo.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/gn/cascade_mask_rcnn_r50_fpn_gn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_mask_rcnn_r50_fpn_gn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/dcn/cascade_rcnn_dcn_x101_vd_64x4d_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_rcnn_dcn_x101_vd_64x4d_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/mot/fairmot/fairmot_dla34_30e_1088x608.yml,https://paddledet.bj.bcebos.com/models/mot/fairmot_dla34_30e_1088x608.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/solov2/solov2_mobilenetv3_fpn_448_3x.yml,https://paddlemodels.bj.bcebos.com/object_detection/solov2_mobilenetv3_fpn_448_3x.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/mask_rcnn/mask_rcnn_r50_vd_fpn_ssld_1x_coco.yml,https://paddledet.bj.bcebos.com/models/mask_rcnn_r50_vd_fpn_ssld_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/anchor_free/cornernet_squeeze_dcn_r50_vd_fpn_mixup_cosine.yml,https://paddlemodels.bj.bcebos.com/object_detection/cornernet_squeeze_dcn_r50_vd_fpn_mixup_cosine.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/cascade_rcnn/cascade_mask_rcnn_r50_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_mask_rcnn_r50_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_darknet53_270e_coco.yml,https://paddledet.bj.bcebos.com/models/ppyolo_mbv3_large_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/develop/static/configs/ppyolo/ppyolo_mobilenet_v3_large.yml,https://paddlemodels.bj.bcebos.com/object_detection/ppyolo_2x_bs12.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/develop/static/configs/ppyolo/ppyolov2_r50vd_dcn.yml,https://paddlemodels.bj.bcebos.com/object_detection/ppyolov2_r50vd_dcn.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/develop/static/configs/ppyolo/ppyolo_mobilenet_v3_small.yml,https://paddlemodels.bj.bcebos.com/object_detection/ppyolo_mobilenet_v3_small.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/cascade_rcnn/cascade_rcnn_r50_vd_fpn_ssld_1x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_rcnn_r50_vd_fpn_ssld_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/dcn/mask_rcnn_dcn_x101_vd_64x4d_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/mask_rcnn_dcn_x101_vd_64x4d_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/ssd/ssdlite_mobilenet_v3_large_fpn.yml,https://paddlemodels.bj.bcebos.com/object_detection/mobile_models/ssdlite_mobilenet_v3_large_fpn.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/gn/mask_rcnn_r50_fpn_gn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/mask_rcnn_r50_fpn_gn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_mobilenet_v1_270e_voc.yml,https://paddledet.bj.bcebos.com/models/yolov3_mobilenet_v1_270e_voc.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ppyolo/ppyolo_mbv3_large_coco.yml,https://paddledet.bj.bcebos.com/models/slim/ppyolo_mbv3_large_qat.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/dcn/mask_rcnn_dcn_r50_fpn_1x_coco.yml,https://paddledet.bj.bcebos.com/models/mask_rcnn_dcn_r50_fpn_1x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/ttfnet/pafnet_lite_mobilenet_v3_20x_coco.yml,https://paddledet.bj.bcebos.com/models/pafnet_lite_mobilenet_v3_20x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/cascade_rcnn/cascade_rcnn_r50_vd_fpn_ssld_2x_coco.yml,https://paddledet.bj.bcebos.com/models/cascade_rcnn_r50_vd_fpn_ssld_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/faster_rcnn/faster_rcnn_r101_vd_fpn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_r101_vd_fpn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/dcn/faster_rcnn_dcn_r50_vd_fpn_2x_coco.yml,https://paddledet.bj.bcebos.com/models/faster_rcnn_dcn_r50_vd_fpn_2x_coco.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.1/configs/yolov3/yolov3_darknet53_270e_coco.yml,https://paddledet.bj.bcebos.com/models/slim/yolov3_darknet_coco_qat.pdparams
https://github.com/PaddlePaddle/PaddleDetection/tree/master/configs/random_erasing/faster_rcnn_r50_vd_fpn_random_erasing_4x.yml,https://paddlemodels.bj.bcebos.com/object_detection/faster_rcnn_r50_vd_fpn_random_erasing_4x.pdparams
